ImageID,Source,LabelName,Confidence,XMin,XMax,YMin,YMax,IsOccluded,IsTruncated,IsGroupOf,IsDepiction,IsInside,XClick1X,XClick2X,XClick3X,XClick4X,XClick1Y,XClick2Y,XClick3Y,XClick4Y
0034f46ea01f7241,xclick,/m/0bt9lr,1,0.208125,0.7975,0.234558,0.999165,1,1,0,0,0,0.55125,0.7975,0.208125,0.208125,0.234558,0.9974959999999999,0.999165,0.999165
0035e0f6a0c29bee,xclick,/m/0bt9lr,1,0.09125,0.965,0.121374,0.972519,1,0,0,1,0,0.965,0.64375,0.715625,0.09125,0.655725,0.121374,0.972519,0.88626
00375b535bde938b,xclick,/m/0bt9lr,1,0.0,0.9200379999999999,0.495625,0.999375,1,1,0,0,0,0.262465,0.0,0.380056,0.9200379999999999,0.495625,0.7625,0.999375,0.798125
00382fd5c2e9fd2f,xclick,/m/0bt9lr,1,0.106004,0.9990620000000001,0.1975,0.908125,1,1,0,0,0,0.106004,0.5243899999999999,0.9990620000000001,0.465291,0.451875,0.1975,0.469375,0.908125
00388f0c673fe106,xclick,/m/0bt9lr,1,0.0,0.648125,0.0,0.9475,0,1,0,0,0,0.299375,0.648125,0.306875,0.0,0.9475,0.629167,0.0,0.274167
003a1221981aa26b,xclick,/m/0bt9lr,1,0.304375,0.928125,0.0925,0.755833,1,0,0,0,0,0.688125,0.928125,0.304375,0.55875,0.0925,0.484167,0.499167,0.755833
003c40e8e6ec88bf,xclick,/m/0bt9lr,1,0.06375,0.82875,0.253283,0.9990620000000001,1,1,0,0,0,0.17375,0.06375,0.82875,0.67375,0.253283,0.5365850000000001,0.974672,0.9990620000000001
00402f72d5418848,xclick,/m/0bt9lr,1,0.139375,0.71375,0.17636,0.9990620000000001,1,1,0,0,0,0.53125,0.71375,0.488125,0.139375,0.17636,0.678236,0.9990620000000001,0.645403
00416738ec183318,xclick,/m/0bt9lr,1,0.133125,0.701875,0.045028,0.787992,1,0,0,0,0,0.133125,0.5625,0.701875,0.42375,0.56848,0.045028,0.291745,0.787992
0042a10234c156fb,xclick,/m/0bt9lr,1,0.176875,0.708125,0.13,0.985833,1,0,0,0,0,0.176875,0.42375,0.708125,0.33625,0.873333,0.985833,0.508333,0.13
0044bd9f234a09df,xclick,/m/0bt9lr,1,0.1075,0.845,0.0,0.77625,0,1,0,0,0,0.2375,0.1075,0.845,0.4675,0.0,0.0,0.220625,0.77625
00456887ba702f5d,xclick,/m/0bt9lr,1,0.131667,0.744167,0.149375,0.999375,0,1,0,0,0,0.415833,0.131667,0.4775,0.744167,0.999375,0.623125,0.149375,0.293125
0046b41cb4833f46,xclick,/m/0bt9lr,1,0.212891,0.999023,0.11849000000000001,0.998698,1,1,0,0,0,0.482422,0.212891,0.665039,0.999023,0.11849000000000001,0.442708,0.998698,0.6289060000000001
0047ab61e0adf9a0,xclick,/m/0bt9lr,1,0.2925,0.99875,0.090056,0.998124,0,1,0,0,0,0.2925,0.59625,0.99875,0.84,0.628518,0.090056,0.8142590000000001,0.998124
004988db26d6232b,xclick,/m/0bt9lr,1,0.03125,0.999375,0.1525,0.938125,1,1,0,0,0,0.54375,0.999375,0.19,0.03125,0.938125,0.540625,0.1525,0.270625
004a941da2b47e0a,xclick,/m/0bt9lr,1,0.226875,0.761875,0.008443,0.9990620000000001,1,1,0,0,0,0.48125,0.5725,0.226875,0.761875,0.9990620000000001,0.008443,0.145403,0.9681049999999999
004cff696cdad62d,xclick,/m/0bt9lr,1,0.28375,0.775625,0.039167,0.960833,1,0,0,0,0,0.3625,0.28375,0.63625,0.775625,0.039167,0.134167,0.960833,0.644167
004d9a6bb834b10a,xclick,/m/0bt9lr,1,0.024375,0.655,0.173125,0.96375,0,1,0,1,0,0.313125,0.024375,0.4925,0.655,0.173125,0.22625,0.96375,0.4975
005504c7796ae1fe,xclick,/m/0bt9lr,1,0.229778,0.814603,0.078125,0.8225,1,0,0,0,0,0.5447390000000001,0.814603,0.479599,0.229778,0.078125,0.22,0.8225,0.773125
0056a237a203c83c,xclick,/m/0bt9lr,1,0.060605999999999986,0.816288,0.036256000000000004,0.9005059999999999,1,0,0,0,0,0.185606,0.060605999999999986,0.666667,0.816288,0.036256000000000004,0.3457,0.9005059999999999,0.376897
0056a3b074480530,xclick,/m/0bt9lr,1,0.001852,0.999074,0.0,0.9228299999999999,0,1,0,0,0,0.376852,0.999074,0.318519,0.001852,0.0,0.488746,0.9228299999999999,0.514469
00576f35d4bb3d62,xclick,/m/0bt9lr,1,0.191406,0.999023,0.0,0.891927,1,1,0,0,0,0.191406,0.988281,0.999023,0.910156,0.794271,0.891927,0.811198,0.0
005875ddc6af31f4,xclick,/m/0bt9lr,1,0.06666699999999999,0.883333,0.225625,0.90375,1,0,0,0,0,0.529167,0.883333,0.626667,0.06666699999999999,0.225625,0.7625,0.90375,0.363125
005d4a1ec6d9af26,xclick,/m/0bt9lr,1,0.198148,0.7898149999999999,0.08981499999999999,0.94537,1,0,0,0,0,0.5981479999999999,0.7898149999999999,0.198148,0.516667,0.08981499999999999,0.45740699999999995,0.52037,0.94537
005d84edc1ceb560,xclick,/m/0bt9lr,1,0.076271,0.854049,0.023125,0.999375,1,1,0,0,0,0.374765,0.076271,0.4755180000000001,0.854049,0.999375,0.22125,0.023125,0.646875
0060b2fad4ef55d1,xclick,/m/0bt9lr,1,0.145625,0.726875,0.158333,0.910833,0,0,0,0,0,0.43375,0.145625,0.59625,0.726875,0.910833,0.62,0.158333,0.4025
00627b414a83375e,xclick,/m/0bt9lr,1,0.151148,0.83801,0.06423200000000001,0.9993700000000001,1,1,0,0,0,0.151148,0.611607,0.83801,0.282526,0.967884,0.9993700000000001,0.491184,0.06423200000000001
0063dd98ce4d4596,xclick,/m/0bt9lr,1,0.0075,0.761875,0.09212000000000001,0.944506,1,0,0,0,0,0.293125,0.0075,0.36,0.761875,0.09212000000000001,0.476138,0.944506,0.371809
0065be62d4066581,xclick,/m/0bt9lr,1,0.079375,0.88,0.227658,0.9698959999999999,1,1,0,0,0,0.6675,0.079375,0.749375,0.88,0.9698959999999999,0.329257,0.227658,0.36030100000000004
0068fa168a05500a,xclick,/m/0bt9lr,1,0.229375,0.66625,0.0,0.941667,1,1,0,0,0,0.635,0.229375,0.5925,0.66625,0.941667,0.37333299999999997,0.0,0.88
0069cfa2d7a619e0,xclick,/m/0bt9lr,1,0.0,0.52875,0.185,0.998333,1,1,0,0,0,0.0075,0.0,0.05875,0.52875,0.185,0.38166700000000003,0.998333,0.523333
006a55437e658634,xclick,/m/0bt9lr,1,0.051875,0.84125,0.283835,0.9990600000000001,1,1,0,0,0,0.051875,0.60125,0.84125,0.655,0.641917,0.9990600000000001,0.6287590000000001,0.283835
006c775b03289f67,xclick,/m/0bt9lr,1,0.2475,0.74625,0.0,0.999066,0,1,0,0,0,0.470625,0.74625,0.620625,0.2475,0.0,0.72549,0.999066,0.333333
006da80767156d25,xclick,/m/0bt9lr,1,0.0,0.710625,0.260788,0.9221389999999999,1,1,0,0,0,0.57375,0.0,0.654375,0.710625,0.260788,0.5572229999999999,0.9221389999999999,0.447467
006fc9bf8cc5bb72,xclick,/m/0bt9lr,1,0.10375,0.825,0.0,0.9988889999999999,1,1,0,0,0,0.5325,0.825,0.10375,0.3275,0.0,0.282222,0.781111,0.9988889999999999
007766418c3786f3,xclick,/m/0bt9lr,1,0.0,0.999375,0.0,0.9990620000000001,0,1,0,0,0,0.394375,0.0,0.37625,0.999375,0.0,0.79925,0.9990620000000001,0.9033770000000001
00785bd8accf7c05,xclick,/m/0bt9lr,1,0.161667,0.809167,0.25875,0.93,1,0,0,0,0,0.44,0.161667,0.2125,0.809167,0.25875,0.681875,0.93,0.868125
0078ef2ef23cbc02,xclick,/m/0bt9lr,1,0.0,0.9764709999999999,0.0,0.97896,0,1,0,0,0,0.523529,0.0,0.5058819999999999,0.9764709999999999,0.0,0.346535,0.97896,0.26856399999999997
007adedc7e7e35c0,xclick,/m/0bt9lr,1,0.30625,0.95375,0.0,0.9990620000000001,1,1,0,0,0,0.6525,0.95375,0.905,0.30625,0.0,0.9990620000000001,0.9990620000000001,0.6904319999999999
007c6f84d437a45b,xclick,/m/0bt9lr,1,0.1,0.925,0.025941000000000002,0.733891,1,0,0,1,0,0.4525,0.1,0.145,0.925,0.025941000000000002,0.688703,0.733891,0.558159
008076858a21069c,xclick,/m/0bt9lr,1,0.017974,0.8643790000000001,0.06045800000000001,0.9722219999999999,0,0,0,1,0,0.246732,0.017974,0.47548999999999997,0.8643790000000001,0.06045800000000001,0.33660100000000004,0.9722219999999999,0.555556
0080979afb88dcbe,xclick,/m/0bt9lr,1,0.0,0.9049860000000001,0.26375,0.868125,1,1,0,0,0,0.0,0.462841,0.9049860000000001,0.725306,0.7725,0.868125,0.420625,0.26375
00818d48bbc54a0b,xclick,/m/0bt9lr,1,0.0,0.866667,0.15625,0.996875,1,1,0,0,0,0.391667,0.0,0.60625,0.866667,0.15625,0.4125,0.996875,0.509375
0082eeb5795471a4,xclick,/m/0bt9lr,1,0.0,0.8964840000000001,0.0,0.9985360000000001,0,1,0,0,0,0.19043,0.0,0.369141,0.8964840000000001,0.9985360000000001,0.617862,0.0,0.562225
00834a3d8dcd1608,xclick,/m/0bt9lr,1,0.0,0.998366,0.034314,0.998366,1,1,0,0,0,0.535948,0.0,0.6830069999999999,0.998366,0.034314,0.52451,0.998366,0.9052290000000001
0085696f16a29598,xclick,/m/0bt9lr,1,0.094375,0.990625,0.1675,0.816667,1,0,0,0,0,0.4675,0.094375,0.436875,0.990625,0.816667,0.380833,0.1675,0.529167
008882211cbff4a7,xclick,/m/0bt9lr,1,0.06524500000000001,0.800502,0.082596,0.998525,1,1,0,0,0,0.48557100000000003,0.800502,0.47051400000000004,0.06524500000000001,0.998525,0.29351,0.082596,0.945428
008a3788f531b8b7,xclick,/m/0bt9lr,1,0.05375,0.67875,0.25166700000000003,0.9675,1,0,0,0,0,0.536875,0.67875,0.501875,0.05375,0.25166700000000003,0.5425,0.9675,0.540833
008d6a14dbda239e,xclick,/m/0bt9lr,1,0.0,0.9988299999999999,0.05036,0.998561,0,1,0,0,0,0.5380119999999999,0.0,0.564912,0.9988299999999999,0.05036,0.638849,0.998561,0.961151
008e3f5bd68e04f2,xclick,/m/0bt9lr,1,0.255,0.841875,0.16228900000000002,0.9474670000000001,1,0,0,0,0,0.803125,0.841875,0.255,0.48,0.16228900000000002,0.245779,0.374296,0.9474670000000001
0090e67dc4ba1b2c,xclick,/m/0bt9lr,1,0.088867,0.7597659999999999,0.088542,0.997396,1,1,0,0,0,0.088867,0.410156,0.7597659999999999,0.750977,0.692708,0.088542,0.824219,0.997396
00910414f88187fd,xclick,/m/0bt9lr,1,0.19875,0.871875,0.157068,0.9989530000000001,1,1,0,0,0,0.19875,0.40125,0.871875,0.655,0.33089,0.157068,0.401047,0.9989530000000001
009471f2ffbe677c,xclick,/m/0bt9lr,1,0.1875,0.9975,0.083871,0.997849,1,1,0,0,0,0.4625,0.9975,0.3825,0.1875,0.997849,0.797849,0.083871,0.292473
00947b0e14125f44,xclick,/m/0bt9lr,1,0.1625,0.83875,0.0,0.874296,0,1,0,1,0,0.42,0.4125,0.1625,0.83875,0.874296,0.0,0.143527,0.791745
0094cd0da622ad49,xclick,/m/0bt9lr,1,0.358333,0.997917,0.257812,0.9984379999999999,1,1,0,0,0,0.5625,0.358333,0.59375,0.997917,0.257812,0.48125,0.9984379999999999,0.795312
009768b93c31d499,xclick,/m/0bt9lr,1,0.100781,0.9992190000000001,0.19125,0.9225,1,1,0,0,0,0.46796899999999997,0.9992190000000001,0.296094,0.100781,0.19125,0.561875,0.9225,0.81
009b71cc4fd38230,xclick,/m/0bt9lr,1,0.13209400000000002,0.9217219999999999,0.3,0.938947,0,0,0,0,0,0.391389,0.13209400000000002,0.31898200000000004,0.9217219999999999,0.938947,0.625263,0.3,0.44421099999999997
009c0c51f17e19c1,xclick,/m/0bt9lr,1,0.0,0.996875,0.009946,0.999235,0,1,0,0,0,0.996875,0.551875,0.0,0.185,0.8446819999999999,0.009946,0.5156850000000001,0.999235
009c5979794f4a2f,xclick,/m/0bt9lr,1,0.291099,0.9989530000000001,0.14765599999999998,0.9992190000000001,1,1,0,0,0,0.7130890000000001,0.9989530000000001,0.816754,0.291099,0.14765599999999998,0.570312,0.9992190000000001,0.4914060000000001
009eebcdf1a0f58f,xclick,/m/0bt9lr,1,0.164276,0.7796609999999999,0.060547000000000004,0.952148,1,0,0,0,0,0.164276,0.21381999999999998,0.591917,0.7796609999999999,0.929688,0.952148,0.060547000000000004,0.702148
009f2142e04d4734,xclick,/m/0bt9lr,1,0.1675,0.999375,0.0,0.999167,1,1,0,0,0,0.83375,0.999375,0.48375,0.1675,0.0,0.469167,0.999167,0.25666700000000003
00a21b2733e3c043,xclick,/m/0bt9lr,1,0.389375,0.999375,0.032833,0.9990620000000001,1,1,0,0,0,0.59125,0.999375,0.745,0.389375,0.032833,0.893058,0.9990620000000001,0.448405
00a25bf311ed49fc,xclick,/m/0bt9lr,1,0.097363,0.9847870000000001,0.034611,0.981459,1,1,0,0,0,0.945233,0.9847870000000001,0.225152,0.097363,0.981459,0.966625,0.034611,0.16810899999999998
00a4e010d37dadcd,xclick,/m/0bt9lr,1,0.16875,0.999375,0.0,0.999375,1,1,0,0,0,0.2725,0.16875,0.635,0.999375,0.0,0.0575,0.999375,0.855625
00a5d3781031c11b,xclick,/m/0bt9lr,1,0.23976599999999998,0.999165,0.23375,0.85875,1,1,0,0,0,0.548037,0.999165,0.9590639999999999,0.23976599999999998,0.23375,0.45875,0.85875,0.5
00a6039e0bfeea9a,xclick,/m/0bt9lr,1,0.131875,0.81875,0.235,0.841667,0,0,0,1,0,0.131875,0.72375,0.725,0.81875,0.305,0.235,0.841667,0.374167
00a6655546c4e9af,xclick,/m/0bt9lr,1,0.21812600000000001,0.765745,0.07375,0.895625,1,0,0,0,0,0.21812600000000001,0.21812600000000001,0.763441,0.765745,0.895625,0.890625,0.07375,0.080625
00a8974810aeb6b1,xclick,/m/0bt9lr,1,0.195,0.747,0.21739099999999997,0.998501,0,1,0,0,0,0.452,0.195,0.561,0.747,0.21739099999999997,0.490255,0.998501,0.392804
00a8b82f9944ae6c,xclick,/m/0bt9lr,1,0.22125,0.999375,0.06391000000000001,0.9990600000000001,0,1,0,0,0,0.543125,0.365,0.22125,0.999375,0.9990600000000001,0.06391000000000001,0.9990600000000001,0.139098
00aa0ca8c7a16310,xclick,/m/0bt9lr,1,0.19375,0.894375,0.12476500000000001,0.9990620000000001,1,1,0,0,0,0.74625,0.19375,0.894375,0.894375,0.12476500000000001,0.611632,0.9990620000000001,0.9990620000000001
00abee7bfcf42e61,xclick,/m/0bt9lr,1,0.367969,0.9992190000000001,0.304167,0.998611,1,1,0,0,0,0.690625,0.9992190000000001,0.4132810000000001,0.367969,0.998611,0.8652780000000001,0.304167,0.5194439999999999
00ada2ab88dbedc7,xclick,/m/0bt9lr,1,0.034375,0.809375,0.154784,0.9052530000000001,1,0,0,0,0,0.599375,0.809375,0.351875,0.034375,0.9052530000000001,0.803002,0.154784,0.8395870000000001
00b002a84d61d536,xclick,/m/0bt9lr,1,0.0,0.713281,0.430208,0.998958,1,1,0,0,0,0.4164060000000001,0.713281,0.228125,0.0,0.430208,0.635417,0.998958,0.873958
00b0c3087eff05f0,xclick,/m/0bt9lr,1,0.04,0.941875,0.002227,0.954343,1,1,0,0,0,0.6075,0.04,0.6525,0.941875,0.954343,0.614699,0.002227,0.136971
00b1a8b1563a2ed1,xclick,/m/0bt9lr,1,0.003125,0.584375,0.218333,0.999167,1,1,0,0,0,0.2025,0.003125,0.348125,0.584375,0.999167,0.828333,0.218333,0.3775
00b3eeaab634404f,xclick,/m/0bt9lr,1,0.09625,0.999375,0.0,0.999167,0,1,0,0,0,0.09625,0.464375,0.999375,0.68125,0.3225,0.0,0.411667,0.999167
00b7d789c4735e07,xclick,/m/0bt9lr,1,0.17185999999999998,0.9990559999999999,0.34625,0.843125,1,1,0,0,0,0.293673,0.17185999999999998,0.368272,0.9990559999999999,0.843125,0.48125,0.34625,0.465625
00bb938225f875d4,xclick,/m/0bt9lr,1,0.0,0.9984379999999999,0.0,0.997917,1,1,0,0,0,0.44375,0.0,0.590625,0.9984379999999999,0.0,0.5625,0.997917,0.5625
00bc56e80ac7b49e,xclick,/m/0bt9lr,1,0.005625,0.67375,0.0,0.9943709999999999,0,1,0,0,0,0.256875,0.67375,0.4525,0.005625,0.0,0.708255,0.9943709999999999,0.027205
00bc9f14db31c418,xclick,/m/0bt9lr,1,0.263125,0.999375,0.0,0.744167,1,1,0,0,0,0.771875,0.999375,0.48875,0.263125,0.0,0.293333,0.744167,0.269167
00c317e49f3f7994,xclick,/m/0bt9lr,1,0.339375,0.9425,0.0,0.999167,0,1,0,0,0,0.730625,0.339375,0.841875,0.9425,0.0,0.374167,0.999167,0.205
00c8b9df417e0269,xclick,/m/0bt9lr,1,0.16,0.919375,0.16,0.700833,1,0,0,0,0,0.919375,0.585,0.16,0.729375,0.575,0.16,0.465,0.700833
00c8d13241389852,xclick,/m/0bt9lr,1,0.0,0.998843,0.0,0.9984569999999999,0,1,0,0,0,0.225694,0.0,0.55787,0.998843,0.9984569999999999,0.550926,0.0,0.7469140000000001
00d123043dd2709e,xclick,/m/0bt9lr,1,0.0,0.79015,0.202247,0.998395,1,1,0,0,0,0.0,0.109208,0.43468999999999997,0.79015,0.8908510000000001,0.998395,0.202247,0.483146
00d3ede4afa2a516,xclick,/m/0bt9lr,1,0.0,0.945625,0.0,0.9990620000000001,0,1,0,0,0,0.46625,0.945625,0.588125,0.0,0.0,0.518762,0.9990620000000001,0.637899
00d9b6154afed374,xclick,/m/0bt9lr,1,0.08375,0.999375,0.0,0.881568,1,1,0,0,0,0.08375,0.75125,0.999375,0.853125,0.743953,0.881568,0.697248,0.0
00d9daa325a78faf,xclick,/m/0bt9lr,1,0.0425,0.890625,0.134167,0.79,1,0,0,0,0,0.531875,0.0425,0.5125,0.890625,0.134167,0.465,0.79,0.258333
00dd0a5f3c16fdf5,xclick,/m/0bt9lr,1,0.2075,0.68625,0.16051700000000002,0.999077,1,1,0,0,0,0.35625,0.2075,0.515,0.68625,0.16051700000000002,0.302583,0.999077,0.5507380000000001
00dd9f68529e5ef8,xclick,/m/0bt9lr,1,0.0,0.8599120000000001,0.0,0.989368,1,1,0,0,0,0.572858,0.0,0.434647,0.8599120000000001,0.989368,0.547217,0.0,0.586617
00e0fcae3531d26c,xclick,/m/0bt9lr,1,0.0,0.7575,0.26822399999999996,0.999065,1,1,0,0,0,0.41875,0.7575,0.354375,0.0,0.26822399999999996,0.4794390000000001,0.999065,0.843925
00e4d41ec48a1d17,xclick,/m/0bt9lr,1,0.067708,0.923958,0.037838,0.967568,0,0,0,1,0,0.647917,0.923958,0.234375,0.067708,0.967568,0.45270299999999997,0.037838,0.30135100000000004
00e562cffbee0e0d,xclick,/m/0bt9lr,1,0.161133,0.81543,0.08454099999999999,0.978261,1,0,0,0,0,0.366211,0.81543,0.391602,0.161133,0.08454099999999999,0.38285,0.978261,0.35628000000000004
00e592189bfb5473,xclick,/m/0bt9lr,1,0.0,0.88,0.0,0.9990600000000001,0,1,0,0,0,0.1275,0.0,0.546875,0.88,0.0,0.19548900000000002,0.9990600000000001,0.12782000000000002
00e71f3e8b388733,xclick,/m/0bt9lr,1,0.18875,0.71125,0.002865,0.8404969999999999,1,0,0,0,0,0.25,0.18875,0.71125,0.495,0.002865,0.129895,0.723018,0.8404969999999999
00e857028dea80d7,xclick,/m/0bt9lr,1,0.36625,0.975,0.067454,0.869309,1,0,0,0,0,0.6675,0.975,0.36625,0.444375,0.067454,0.403879,0.8532879999999999,0.869309
00e894a7926da616,xclick,/m/0bt9lr,1,0.078125,0.810625,0.1275,0.815833,1,0,0,0,0,0.641875,0.810625,0.078125,0.574375,0.1275,0.361667,0.37333299999999997,0.815833
00e9a45ad9c18f1b,xclick,/m/0bt9lr,1,0.0,0.886875,0.0,0.9375,1,1,0,0,0,0.466875,0.886875,0.546875,0.0,0.0,0.474167,0.9375,0.159167
00f45f90bc0a213a,xclick,/m/0bt9lr,1,0.11015599999999999,0.5742189999999999,0.030552,0.9882489999999999,1,0,0,0,0,0.292969,0.5742189999999999,0.45546899999999996,0.11015599999999999,0.9882489999999999,0.827262,0.030552,0.454759
00f587345133b430,xclick,/m/0bt9lr,1,0.207621,0.7286159999999999,0.040984,0.9964870000000001,0,1,0,0,0,0.5583199999999999,0.398134,0.207621,0.7286159999999999,0.040984,0.9964870000000001,0.772834,0.663934
00f6752ba73a31ee,xclick,/m/0bt9lr,1,0.0,0.999167,0.0,0.999375,1,1,0,0,0,0.511667,0.999167,0.440833,0.0,0.0,0.433125,0.999375,0.439375
00f8f05f47e76a56,xclick,/m/0bt9lr,1,0.070312,0.80957,0.264323,0.96875,1,0,0,0,0,0.070312,0.6503909999999999,0.80957,0.40918000000000004,0.365885,0.264323,0.401042,0.96875
00fc623eea911da2,xclick,/m/0bt9lr,1,0.0,0.9984379999999999,0.0,0.9984379999999999,1,1,0,0,0,0.554688,0.0,0.726562,0.9984379999999999,0.0,0.820312,0.9984379999999999,0.5625
01019258a963ad91,xclick,/m/0bt9lr,1,0.0,0.9470360000000001,0.0,0.999209,0,1,0,0,0,0.367589,0.0,0.46719399999999994,0.9470360000000001,0.999209,0.5035569999999999,0.0,0.460079
0104ed24ce594848,xclick,/m/0bt9lr,1,0.056230999999999996,0.963526,0.00375,0.96,0,0,0,0,0,0.7674770000000001,0.630699,0.963526,0.056230999999999996,0.00375,0.96,0.44625,0.5975
01062f95d267ee32,xclick,/m/0bt9lr,1,0.113125,0.811875,0.1625,0.815,0,0,0,1,0,0.635,0.811875,0.113125,0.343125,0.1625,0.558333,0.7325,0.815
010655bf9bb2190a,xclick,/m/0bt9lr,1,0.045625,0.9425,0.0,0.781365,0,1,0,0,0,0.3075,0.045625,0.485625,0.9425,0.781365,0.17988900000000002,0.0,0.6660520000000001
0107e5ab668e13ae,xclick,/m/0bt9lr,1,0.181996,0.7736460000000001,0.03625,0.81875,1,0,0,0,0,0.330072,0.6790609999999999,0.7736460000000001,0.181996,0.81875,0.03625,0.140625,0.52
01096570bcf871f1,xclick,/m/0bt9lr,1,0.1325,0.846875,0.14666700000000002,0.803333,1,0,0,0,0,0.464375,0.846875,0.3575,0.1325,0.14666700000000002,0.45,0.803333,0.729167
0109db3827301d30,xclick,/m/0bt9lr,1,0.08875,0.801875,0.045,0.676667,1,0,0,0,0,0.63875,0.08875,0.59875,0.801875,0.045,0.516667,0.676667,0.485833
